"acc"	"lineage"	"cross_references"	"collection_date"	"country"	"center_name"	"host"	"TAXON"	"coverage"	"phylogeny"	"who"
""	"B.1.1.214"	""	"20201123"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.214"	""	"20201123"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201202"	"Japan"	""	"Homo sapiens"	"2697049"	"99.95971"	""	""
""	"B.1.1.214"	""	"20201202"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.993286"	""	""
""	"B.1.1.284"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201203"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.214"	""	"20201213"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20201208"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201220"	"Japan"	""	"Homo sapiens"	"2697049"	"99.1102"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"99.1102"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"99.11691"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"99.18071"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"99.1102"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"99.993286"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"99.993286"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201221"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20200321"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20200407"	"Japan"	""	"Homo sapiens"	"2697049"	"99.53327"	""	""
""	"B.1.346"	""	"20200413"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20200622"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20200707"	"Japan"	""	"Homo sapiens"	"2697049"	"99.002754"	""	""
""	"B.1.1.284"	""	"20200705"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20200710"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20200803"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.214"	""	"20200807"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20200810"	"Japan"	""	"Homo sapiens"	"2697049"	"98.68377"	""	""
""	"B.1.1.214"	""	"20200911"	"Japan"	""	"Homo sapiens"	"2697049"	"99.143776"	""	""
""	"B.1.1.214"	""	"20200916"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20200916"	"Japan"	""	"Homo sapiens"	"2697049"	"99.143776"	""	""
""	"B.1.1.214"	""	"20201116"	"Japan"	""	"Homo sapiens"	"2697049"	"99.143776"	""	""
""	"B.1.1.214"	""	"20201123"	"Japan"	""	"Homo sapiens"	"2697049"	"99.1102"	""	""
""	"B.1.1.284"	""	"20200918"	"Japan"	""	"Homo sapiens"	"2697049"	"99.98657"	""	""
""	"B.1.346"	""	"20200925"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20200926"	"Japan"	""	"Homo sapiens"	"2697049"	"99.143776"	""	""
""	"B.1.1.214"	""	"20201002"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20200929"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201006"	"Japan"	""	"Homo sapiens"	"2697049"	"99.294876"	""	""
""	"B.1.1.284"	""	"20201009"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201029"	"Japan"	""	"Homo sapiens"	"2697049"	"99.143776"	""	""
""	"B.1.1.214"	""	"20201028"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201029"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201110"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201109"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20201112"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201115"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201123"	"Japan"	""	"Homo sapiens"	"2697049"	"99.143776"	""	""
""	"B.1.1.214"	""	"20201202"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201202"	"Japan"	""	"Homo sapiens"	"2697049"	"99.1102"	""	""
""	"B.1.1.284"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"98.14317"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"97.59922"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.28816"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.1102"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.25123"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.832115"	""	""
""	"B.1.1.284"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201209"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201210"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201210"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201210"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201211"	"Japan"	""	"Homo sapiens"	"2697049"	"99.23779"	""	""
""	"B.1.1.214"	""	"20201211"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201211"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201211"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201211"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201214"	"Japan"	""	"Homo sapiens"	"2697049"	"99.12028"	""	""
""	"B.1.1.214"	""	"20201214"	"Japan"	""	"Homo sapiens"	"2697049"	"99.143776"	""	""
""	"B.1.1.214"	""	"20201214"	"Japan"	""	"Homo sapiens"	"2697049"	"99.5232"	""	""
""	"B.1.1.214"	""	"20201214"	"Japan"	""	"Homo sapiens"	"2697049"	"99.093414"	""	""
""	"B.1.1.214"	""	"20201214"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.143776"	""	""
""	"B.1.346"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.143776"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.529915"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.368744"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.1102"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.1102"	""	""
""	"B.1.1.284"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.29152"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.1102"	""	""
""	"B.1.1.284"	""	"20201215"	"Senegal"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.55678"	""	""
""	"B.1.1"	""	"20200326"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Senegal"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"China"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20201215"	"China"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20201215"	"China"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20201215"	"China"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20201215"	"China"	""	"Homo sapiens"	"2697049"	"99.993286"	""	""
""	"B.1.1.284"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.284"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.1102"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.10013"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.284"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.41576"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.26801"	""	""
""	"Q.4"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.82193"	""	"Alpha"
""	"B.1.1.284"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.72803"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.1102"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.751526"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.519844"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.063194"	""	""
""	"Q.4"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.41874"	""	"Alpha"
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201215"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	""	""	"20200215"	"Japan"	""	"Homo sapiens"	"2697049"	"68.42635"	""	""
""	"R.1"	""	"20200215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.07995"	""	""
""	"R.1"	""	"20200201"	"Japan"	""	"Homo sapiens"	"2697049"	"99.07995"	""	""
""	"R.1"	""	"20200215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.46946"	""	""
""	"R.1"	""	"20200224"	"Japan"	""	"Homo sapiens"	"2697049"	"99.07995"	""	""
""	"B.1.1.214"	""	"20210201"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201208"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20201201"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20210113"	"Japan"	""	"Homo sapiens"	"2697049"	"99.993286"	""	""
""	"B.1.1.214"	""	"20210110"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"R.1"	""	"20210121"	"Japan"	""	"Homo sapiens"	"2697049"	"99.32843"	""	""
""	"B.1.1.214"	""	"20210124"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.7"	""	"20210131"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.214"	""	"20210129"	"Japan"	""	"Homo sapiens"	"2697049"	"99.10684"	""	""
""	"B.1.1.214"	""	"20210122"	"Japan"	""	"Homo sapiens"	"2697049"	"98.861725"	""	""
""	"B.1.1.214"	""	"20210201"	"Japan"	""	"Homo sapiens"	"2697049"	"94.54033"	""	""
""	"B.1.1.214"	""	"20210130"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20210126"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20210128"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.214"	""	"20210130"	"Japan"	""	"Homo sapiens"	"2697049"	"99.43254"	""	""
""	"B.1.1.214"	""	"20210203"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20210125"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20210203"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.7"	""	"20210201"	"Japan"	""	"Homo sapiens"	"2697049"	"99.07268"	""	"Alpha"
""	"B.1.1.214"	""	"20210206"	"Japan"	""	"Homo sapiens"	"2697049"	"98.90538"	""	""
""	"B.1.1.214"	""	"20210210"	"Japan"	""	"Homo sapiens"	"2697049"	"99.751526"	""	""
""	"R.1"	""	"20210205"	"Japan"	""	"Homo sapiens"	"2697049"	"99.72801"	""	""
""	"B.1.1.214"	""	"20210202"	"Japan"	""	"Homo sapiens"	"2697049"	"99.872406"	""	""
""	"B.1.1.214"	""	"20210211"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.214"	""	"20210212"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.346"	""	"20210211"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"B.1.1.214"	""	"20210214"	"Brazil"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.7"	""	"20210205"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	"Alpha"
""	"B.1.1.214"	""	"20201127"	"Brazil"	""	"Homo sapiens"	"2697049"	"99.02626"	""	""
""	"B.1.1.214"	""	"20210216"	"Japan"	""	"Homo sapiens"	"2697049"	"99.21429"	""	""
""	"B.1.1.7"	""	"20210213"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.214"	""	"20210222"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
""	"R.1"	""	"20210225"	"Japan"	""	"Homo sapiens"	"2697049"	"99.32843"	""	""
""	"B.1.1.214"	""	"20210215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.70788"	""	""
""	"B.1.1.214"	""	"20210215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.143776"	""	""
""	"B.1.1.214"	""	"20210215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.143776"	""	""
""	"R.1"	""	"20210215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.53662"	""	""
""	"B.1.1.214"	""	"20210215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.99664"	""	""
""	"B.1.1.214"	""	"20210215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.98993"	""	""
""	"B.1.1.214"	""	"20210215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.063194"	""	""
""	"B.1.1.214"	""	"20210215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.60715"	""	""
""	"R.1"	""	"20210215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.34522"	""	""
""	"B.1.1.214"	""	"20210215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.1102"	""	""
""	"R.1"	""	"20210215"	"Japan"	""	"Homo sapiens"	"2697049"	"99.073235"	""	""
""	"R.1"	""	"20210315"	"Japan"	""	"Homo sapiens"	"2697049"	"99.4661"	""	""
""	"R.1"	""	"20210315"	"Japan"	""	"Homo sapiens"	"2697049"	"99.07995"	""	""
""	"R.1"	""	"20210315"	"Japan"	""	"Homo sapiens"	"2697049"	"99.28478"	""	""
""	"B.1.1.214"	""	"20210315"	"Japan"	""	"Homo sapiens"	"2697049"	"99.33517"	""	""
""	"R.1"	""	"20210315"	"Japan"	""	"Homo sapiens"	"2697049"	"99.3385"	""	""
""	"B.1.1.482"	""	"20200418"	"Japan"	""	"Homo sapiens"	"2697049"	"99.96978"	""	""
""	"B.12"	""	"20200417"	"Japan"	""	"Homo sapiens"	"2697049"	"99.07998"	""	""
""	"B.1.1.482"	""	"20200423"	"Japan"	""	"Homo sapiens"	"2697049"	"99.345245"	""	""
""	"B.1.1.482"	""	"20200427"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	""
