"acc"	"lineage"	"cross_references"	"collection_date"	"country"	"center_name"	"host"	"TAXON"	"coverage"	"phylogeny"	"who"
""	"B.1.1.7"	""	"20210719"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210720"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210720"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210720"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210721"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210721"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210721"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210721"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210722"	"South Africa"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210722"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210723"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210724"	"France"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210725"	"France"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210725"	"France"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210725"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210725"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210726"	"France"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210726"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210726"	"France"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210726"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210726"	"France"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210728"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210727"	"France"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210727"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210728"	"France"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210728"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210728"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210730"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210729"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210729"	"China"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210729"	"China"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210802"	"China"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"China"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Colombia"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Colombia"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210729"	"Colombia"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210729"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210729"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210729"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210729"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210730"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210801"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210801"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210801"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210801"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210801"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210801"	"United Kingdom"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210801"	"United Kingdom"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210801"	"United Kingdom"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210801"	"United Kingdom"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210801"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210801"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210801"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210801"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29.1"	""	"20210801"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210801"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210801"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210802"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210803"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29.1"	""	"20210803"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210803"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210726"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210727"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210803"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210803"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210803"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210803"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210803"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210803"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210803"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210803"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210101"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210101"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210729"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210729"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210730"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210805"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210805"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210805"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210805"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210805"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210805"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210805"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210804"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210809"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210809"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210809"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210809"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210809"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210809"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210809"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210809"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210806"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210806"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210808"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210807"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"United Kingdom"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210809"	"United Kingdom"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.34.1.1"	""	"20210809"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210807"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210809"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210802"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210801"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210803"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210803"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"B.1.1.7"	""	"20210804"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Alpha"
""	"B.1.1.7"	""	"20210804"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Alpha"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210804"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210805"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210805"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210806"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210806"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210806"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210806"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29.1"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"South Africa"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210808"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"South Africa"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"Colombia"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"Colombia"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"South Africa"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210811"	"South Africa"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210811"	"Colombia"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210811"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210811"	"Japan"	""	"Homo sapiens, male"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210811"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210811"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"Japan"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"United Kingdom"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
""	"AY.29"	""	"20210810"	"United Kingdom"	""	"Homo sapiens, female"	"2697049"	"100.0"	""	"Delta"
